"SpaceID","EventTime_UTC","OccupancyState"
"CB280A","2026 May 09 12:57:27 AM","OCCUPIED"
"CB156A","2026 May 09 12:52:44 AM","OCCUPIED"
"CB648A","2026 May 09 12:32:33 AM","VACANT"
"66133","2026 May 08 11:05:38 PM","UNKNOWN"
"CB1298","2026 May 08 10:16:06 PM","OCCUPIED"
"CB3467","2026 May 08 08:35:20 PM","OCCUPIED"
"66448","2026 May 08 07:55:24 PM","UNKNOWN"
"66436","2026 May 08 06:42:29 PM","UNKNOWN"
"66450","2026 May 08 06:32:56 PM","UNKNOWN"
"CB98","2026 May 08 06:32:05 PM","OCCUPIED"
"CB1372","2026 May 08 05:54:23 PM","OCCUPIED"
"CT501","2026 May 08 05:38:44 PM","VACANT"
"CB4180","2026 May 08 05:24:00 PM","VACANT"
"CB2279A","2026 May 08 05:14:52 PM","OCCUPIED"
"SH24","2026 May 08 05:01:35 PM","OCCUPIED"
"CB1570","2026 May 08 04:33:37 PM","OCCUPIED"
"CB1198","2026 May 08 03:25:41 PM","OCCUPIED"
"82812","2026 May 08 02:34:22 PM","UNKNOWN"
"WV666","2026 May 08 01:47:54 PM","OCCUPIED"
"CB3669","2026 May 08 12:36:46 PM","OCCUPIED"
"CB2215","2026 May 08 11:20:57 AM","OCCUPIED"
"HO558","2026 May 08 07:01:56 AM","UNKNOWN"
"CB61","2026 May 08 07:00:24 AM","VACANT"
"CB707","2026 May 08 07:00:13 AM","OCCUPIED"
"CT280","2026 May 08 02:05:18 AM","VACANT"
"CB856","2026 May 08 12:42:51 AM","VACANT"
"CB2499A","2026 May 07 11:37:12 PM","OCCUPIED"
"CB4160","2026 May 07 10:58:15 PM","OCCUPIED"
"CB2727","2026 May 07 09:48:04 PM","OCCUPIED"
"WV47","2026 May 07 09:32:01 PM","OCCUPIED"
"LT387","2026 May 07 07:54:16 PM","OCCUPIED"
"LT115","2026 May 07 05:46:36 PM","OCCUPIED"
"CB1941","2026 May 07 05:28:53 PM","VACANT"
"SV406A","2026 May 07 04:23:15 PM","OCCUPIED"
"V112","2026 May 07 04:14:30 PM","UNKNOWN"
"CC797","2026 May 07 01:40:13 PM","OCCUPIED"
"HO513B","2026 May 07 11:59:30 AM","UNKNOWN"
"CB1690","2026 May 07 07:00:14 AM","OCCUPIED"
"WV40","2026 May 07 01:22:45 AM","OCCUPIED"
"CB3008","2026 May 07 01:22:11 AM","OCCUPIED"
"CB660A","2026 May 07 12:49:07 AM","VACANT"
"CT622","2026 May 07 12:47:32 AM","OCCUPIED"
"SP832","2026 May 07 12:19:00 AM","OCCUPIED"
"CB296","2026 May 07 12:09:45 AM","OCCUPIED"
"CB3323","2026 May 06 10:39:43 PM","OCCUPIED"
"CB2867","2026 May 06 10:02:47 PM","OCCUPIED"
"CB3314A","2026 May 06 09:40:26 PM","OCCUPIED"
"SP353","2026 May 06 07:13:22 PM","OCCUPIED"
"CB156B","2026 May 06 06:43:54 PM","OCCUPIED"
"CB3971","2026 May 06 04:06:56 PM","VACANT"
"CB1285","2026 May 06 01:29:33 AM","OCCUPIED"
"61117","2026 May 06 01:02:21 AM","OCCUPIED"
"CB1118","2026 May 05 11:43:52 PM","OCCUPIED"
"CB3348","2026 May 05 10:45:56 PM","OCCUPIED"
"CB1063","2026 May 05 09:33:44 PM","VACANT"
"CB2141","2026 May 05 09:02:48 PM","VACANT"
"CB134","2026 May 05 08:44:20 PM","OCCUPIED"
"SV405A","2026 May 05 08:10:42 PM","OCCUPIED"
"CB4038","2026 May 05 08:07:41 PM","OCCUPIED"
"HO471","2026 May 05 07:53:19 PM","VACANT"
"CB885","2026 May 05 05:34:50 PM","OCCUPIED"
"CB2949","2026 May 05 04:06:27 PM","OCCUPIED"
"CT55","2026 May 05 03:22:15 PM","OCCUPIED"
"CB2753B","2026 May 05 02:26:07 PM","OCCUPIED"
"WV472","2026 May 05 01:20:30 PM","VACANT"
"CB3929D","2026 May 05 11:34:25 AM","OCCUPIED"
"CB2736","2026 May 05 07:17:34 AM","OCCUPIED"
"CB1339","2026 May 05 02:50:25 AM","VACANT"
"CB2753","2026 May 05 02:20:42 AM","OCCUPIED"
"HO267A","2026 May 05 12:51:45 AM","UNKNOWN"
"CB844","2026 May 05 12:46:47 AM","VACANT"
"WV405","2026 May 04 11:06:36 PM","OCCUPIED"
"CB1061","2026 May 04 10:29:51 PM","OCCUPIED"
"CB2726","2026 May 04 10:06:36 PM","OCCUPIED"
"CB2752","2026 May 04 09:38:37 PM","OCCUPIED"
"CB2157","2026 May 04 07:30:08 PM","OCCUPIED"
"CB3723","2026 May 04 04:11:55 PM","OCCUPIED"
"CT74","2026 May 04 03:41:38 PM","OCCUPIED"
"CB3751","2026 May 04 11:41:06 AM","VACANT"
"WV27","2026 May 03 11:51:54 PM","OCCUPIED"
"CB821","2026 May 03 11:02:04 PM","OCCUPIED"
"CB1268A","2026 May 03 04:52:28 PM","OCCUPIED"
"WV156","2026 May 03 12:49:48 PM","OCCUPIED"
"CB537","2026 May 03 11:04:19 AM","OCCUPIED"
"CT554","2026 May 03 02:10:14 AM","OCCUPIED"
"CB1203","2026 May 03 02:07:56 AM","OCCUPIED"
"CB2972","2026 May 03 02:07:49 AM","OCCUPIED"
"CB4373","2026 May 03 02:06:39 AM","VACANT"
"CB443","2026 May 03 12:56:40 AM","VACANT"
"CB1284","2026 May 03 12:56:28 AM","OCCUPIED"
"CB1199A","2026 May 03 12:53:54 AM","OCCUPIED"
"CB659A","2026 May 03 12:40:13 AM","OCCUPIED"
"CB2729","2026 May 03 12:37:05 AM","OCCUPIED"
"CB3949","2026 May 03 12:07:38 AM","OCCUPIED"
"HO252","2026 May 02 10:43:54 PM","UNKNOWN"
"CB2318","2026 May 02 08:56:22 PM","OCCUPIED"
"HO559","2026 May 02 07:21:56 PM","UNKNOWN"
"CT71","2026 May 02 03:41:17 PM","VACANT"
"WV95","2026 May 02 09:25:05 AM","VACANT"
"WV428","2026 May 02 01:02:41 AM","OCCUPIED"
"CB4216","2026 May 02 12:57:08 AM","VACANT"
"CB3206","2026 May 02 12:43:25 AM","OCCUPIED"
"CB209A","2026 May 02 12:34:57 AM","OCCUPIED"
"CB4157","2026 May 02 12:09:59 AM","VACANT"
"CB1220","2026 May 02 12:04:42 AM","VACANT"
"CB1314","2026 May 01 11:59:58 PM","OCCUPIED"
"CB1583","2026 May 01 11:48:40 PM","VACANT"
"CB1853","2026 May 01 08:29:19 PM","OCCUPIED"
"CB3423","2026 May 01 08:07:19 PM","OCCUPIED"
"LT341","2026 May 01 06:46:39 PM","OCCUPIED"
"82809","2026 May 01 05:30:00 PM","UNKNOWN"
"CB3446","2026 May 01 04:41:22 PM","OCCUPIED"
"CB3941","2026 May 01 03:53:38 PM","OCCUPIED"
"WV480","2026 May 01 03:45:36 PM","OCCUPIED"
"HO557","2026 May 01 03:42:10 PM","UNKNOWN"
"CB3851","2026 May 01 02:43:18 PM","OCCUPIED"
"CB2278","2026 May 01 02:35:32 PM","OCCUPIED"
"CB1844A","2026 May 01 02:03:51 PM","VACANT"
"CT618","2026 May 01 07:25:41 AM","VACANT"
"SV228","2026 May 01 05:22:53 AM","UNKNOWN"
"CT216","2026 May 01 01:30:32 AM","VACANT"
"WV63","2026 May 01 01:14:50 AM","OCCUPIED"
"CB2170","2026 May 01 12:51:55 AM","VACANT"
"SV412B","2026 Apr 30 10:23:28 PM","OCCUPIED"
"CB2365","2026 Apr 30 06:33:53 PM","OCCUPIED"
"CB1846","2026 Apr 30 05:38:48 PM","OCCUPIED"
"CB3038","2026 Apr 30 04:02:43 PM","OCCUPIED"
"CB3518A","2026 Apr 30 03:58:49 PM","VACANT"
"CB445A","2026 Apr 30 03:46:22 PM","OCCUPIED"
"WP89","2026 Apr 30 03:28:49 PM","UNKNOWN"
"CB780","2026 Apr 30 03:21:18 PM","VACANT"
"CB180","2026 Apr 30 03:05:35 PM","OCCUPIED"
"WV307","2026 Apr 30 01:34:20 PM","VACANT"
"CB4162","2026 Apr 30 07:00:29 AM","VACANT"
"WV94","2026 Apr 30 02:55:43 AM","VACANT"
"CC619","2026 Apr 30 12:28:53 AM","VACANT"
"CB1656","2026 Apr 29 11:46:35 PM","VACANT"
"CB4391","2026 Apr 29 08:40:28 PM","OCCUPIED"
"66122","2026 Apr 29 06:44:34 PM","UNKNOWN"
"66119","2026 Apr 29 06:42:19 PM","UNKNOWN"
"66121","2026 Apr 29 04:54:30 PM","UNKNOWN"
"CB3325","2026 Apr 29 04:36:38 PM","OCCUPIED"
"CB3972","2026 Apr 29 04:12:16 PM","VACANT"
"CB716","2026 Apr 29 02:20:06 PM","OCCUPIED"
"WV689","2026 Apr 29 02:06:04 PM","OCCUPIED"
"WV678","2026 Apr 29 01:55:22 PM","OCCUPIED"
"SV338","2026 Apr 29 05:37:22 AM","OCCUPIED"
"CB3295","2026 Apr 29 04:31:41 AM","VACANT"
"CB3350","2026 Apr 28 08:15:32 PM","OCCUPIED"
"LT373A","2026 Apr 28 06:35:50 PM","OCCUPIED"
"LT54","2026 Apr 28 02:52:10 PM","OCCUPIED"
"WV292","2026 Apr 28 01:36:31 PM","OCCUPIED"
"CB2340","2026 Apr 28 10:58:09 AM","OCCUPIED"
"WV51","2026 Apr 28 10:13:01 AM","VACANT"
