regime,source,target,source_sensor_id,target_sensor_id,importance,in_adjacency,hops,hop_bucket,road_distance_m,has_road_distance,haversine_m_reference_only,source_lat,source_lon,target_lat,target_lon
free_flow,160,26,717461,717804,0.35471,False,-1,unreachable,,False,16084.2,34.08558,-118.30174,34.09478,-118.47605
free_flow,166,158,772669,764794,0.351506,False,9,>8,,False,23878.7,34.07828,-118.22834,34.16028,-118.46808
free_flow,56,149,716955,763995,0.350431,False,9,>8,,False,20511.5,34.09579,-118.24427,34.21979,-118.40931
free_flow,105,178,718076,773975,0.34926,False,-1,unreachable,10274.0,True,1968.3,34.16339,-118.2253,34.14584,-118.22251
free_flow,45,150,774011,717508,0.349084,False,-1,unreachable,,False,29277.7,34.14747,-118.20123,34.17112,-118.51814
free_flow,149,194,763995,759772,0.345821,False,9,>8,,False,10981.9,34.21979,-118.40931,34.17115,-118.30539
free_flow,59,30,767366,773013,0.344731,False,10,>8,,False,27284.8,34.21216,-118.47341,34.08374,-118.22076
free_flow,92,36,767585,760987,0.34123,False,10,>8,,False,10766.0,34.16556,-118.22432,34.15359,-118.34043
free_flow,160,126,717461,769867,0.340284,False,9,>8,,False,15853.1,34.08558,-118.30174,34.21846,-118.23931
free_flow,134,149,716951,763995,0.338781,False,9,>8,,False,22106.4,34.08581,-118.23182,34.21979,-118.40931
free_flow,45,70,774011,717490,0.337924,False,-1,unreachable,,False,15645.1,34.14747,-118.20123,34.14745,-118.37124
free_flow,126,191,769867,717450,0.336945,False,-1,unreachable,,False,16274.6,34.21846,-118.23931,34.07488,-118.27362
free_flow,66,178,767610,773975,0.333258,False,-1,unreachable,,False,4438.0,34.18555,-118.21766,34.14584,-118.22251
free_flow,163,126,717462,769867,0.329572,False,10,>8,,False,15556.2,34.08993,-118.30607,34.21846,-118.23931
free_flow,166,34,772669,717819,0.32603,False,11,>8,,False,25689.3,34.07828,-118.22834,34.18784,-118.47407
free_flow,148,165,717504,716943,0.325785,False,10,>8,,False,28040.0,34.16519,-118.49166,34.05987,-118.21492
free_flow,149,133,763995,716953,0.32417,False,9,>8,,False,20702.9,34.21979,-118.40931,34.09458,-118.24279
free_flow,122,21,717608,769819,0.323776,False,9,>8,,False,17895.5,34.17154,-118.38812,34.20584,-118.19803
free_flow,182,68,717825,764766,0.322747,False,-1,unreachable,,False,14741.2,34.22164,-118.47307,34.13338,-118.3535
free_flow,134,14,716951,765273,0.322601,False,11,>8,,False,25124.3,34.08581,-118.23182,34.18949,-118.47437
free_flow,45,24,774011,717578,0.321097,False,-1,unreachable,,False,6449.6,34.14747,-118.20123,34.15478,-118.27076
